symbol,fundingRate,fundingRateTimestamp
PRIMEUSDT,0.0001,2024-09-30 08:00:00+0000
PRIMEUSDT,-0.00039357,2024-09-30 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-01 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-01 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-01 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-02 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-02 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-02 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-03 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-03 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-03 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-04 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-04 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-04 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-05 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-05 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-05 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-06 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-06 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-06 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-07 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-07 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-07 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-08 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-08 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-08 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-09 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-09 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-09 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-10 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-10 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-10 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-11 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-11 08:00:00+0000
PRIMEUSDT,0.00011338,2024-10-11 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-12 00:00:00+0000
PRIMEUSDT,0.00010671,2024-10-12 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-12 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-13 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-13 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-13 16:00:00+0000
PRIMEUSDT,0.0001538,2024-10-14 00:00:00+0000
PRIMEUSDT,0.00036031,2024-10-14 08:00:00+0000
PRIMEUSDT,0.00020178,2024-10-14 16:00:00+0000
PRIMEUSDT,0.00045854,2024-10-15 00:00:00+0000
PRIMEUSDT,0.0007533,2024-10-15 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-15 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-16 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-16 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-16 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-17 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-17 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-17 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-18 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-18 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-18 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-19 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-19 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-19 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-20 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-20 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-20 16:00:00+0000
PRIMEUSDT,0.00027964,2024-10-21 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-21 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-21 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-22 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-22 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-22 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-23 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-23 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-23 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-24 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-24 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-24 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-25 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-25 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-25 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-26 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-26 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-26 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-27 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-27 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-27 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-28 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-28 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-28 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-29 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-29 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-29 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-30 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-30 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-30 16:00:00+0000
PRIMEUSDT,0.0001,2024-10-31 00:00:00+0000
PRIMEUSDT,0.0001,2024-10-31 08:00:00+0000
PRIMEUSDT,0.0001,2024-10-31 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-01 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-01 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-01 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-02 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-02 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-02 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-03 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-03 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-03 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-04 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-04 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-04 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-05 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-05 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-05 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-06 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-06 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-06 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-07 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-07 08:00:00+0000
PRIMEUSDT,0.0001,2024-11-07 16:00:00+0000
PRIMEUSDT,0.0001,2024-11-08 00:00:00+0000
PRIMEUSDT,0.0001,2024-11-08 08:00:00+0000
